question,symbol,target_price,direction,price_at_entry,vol,prob_predicted,actual_outcome,brier,volume,end_date,entry_days_before,already_hit
Bitcoin above $114.5K on August 21 at 4PM ET?,BTC,114500.0,above,118389.79,0.3348,0.7074,0.0,0.5004,33475.38,2025-08-21,7,True
Bitcoin above $115K on August 21 at 4PM ET?,BTC,115000.0,above,118389.79,0.3348,0.6844,0.0,0.4684,33801.71,2025-08-21,7,True
Bitcoin above $115.5K on August 21 at 4PM ET?,BTC,115500.0,above,118389.79,0.3348,0.6602,0.0,0.4359,35195.48,2025-08-21,7,True
Bitcoin above $116K on August 21 at 4PM ET?,BTC,116000.0,above,118389.79,0.3348,0.6349,0.0,0.4031,9684.59,2025-08-21,7,True
Will Bitcoin hit $100k by Tuesday?,BTC,100000.0,above,92435.89,0.5317,0.2459,0.0,0.0605,707323.27,2024-11-26,7,False
Will the price of Solana be between $150 and $160 on October 22?,SOL,150.0,below,193.94,0.7723,0.0692,0.0,0.0048,719.93,2025-10-22,7,False
Will the price of Solana be between $160 and $170 on October 22?,SOL,160.0,below,193.94,0.7723,0.1344,0.0,0.0181,6685.9,2025-10-22,7,False
Will the price of Solana be between $180 and $190 on October 22?,SOL,180.0,below,193.94,0.7723,0.3555,1.0,0.4153,12862.49,2025-10-22,7,False
Will the price of Solana be between $190 and $200 on October 22?,SOL,190.0,above,193.94,0.7723,0.4855,0.0,0.2357,5355.68,2025-10-22,7,True
Will the price of Solana be between $210 and $220 on October 22?,SOL,210.0,above,193.94,0.7723,0.2336,0.0,0.0546,2882.52,2025-10-22,7,False
Will the price of Solana be less than $150 on October 22?,SOL,150.0,below,193.94,0.7723,0.0692,0.0,0.0048,7163.13,2025-10-22,7,False
Will the price of Solana be between $170 and $180 on October 22?,SOL,170.0,below,193.94,0.7723,0.2293,0.0,0.0526,7914.43,2025-10-22,7,False
Will the price of Solana be between $200 and $210 on October 22?,SOL,200.0,above,193.94,0.7723,0.3401,0.0,0.1156,4831.44,2025-10-22,7,False
Will the price of Solana be between $220 and $230 on October 22?,SOL,220.0,above,193.94,0.7723,0.1564,0.0,0.0245,4539.2,2025-10-22,7,False
Will the price of Solana be between $230 and $240 on October 22?,SOL,230.0,above,193.94,0.7723,0.1019,0.0,0.0104,4244.89,2025-10-22,7,False
Will the price of Solana be greater than $240 on October 22?,SOL,240.0,above,193.94,0.7723,0.0646,0.0,0.0042,649988.33,2025-10-22,7,False
"Will the price of Ethereum be less than $2,500 on January 29?",ETH,2500.0,below,2949.36,0.6496,0.121,0.0,0.0146,29725.58,2026-01-29,7,False
"Will the price of Ethereum be between $2,500 and $2,600 on January 29?",ETH,2500.0,below,2949.36,0.6496,0.121,0.0,0.0146,260932.52,2026-01-29,7,False
"Will the price of Ethereum be between $2,600 and $2,700 on January 29?",ETH,2600.0,below,2949.36,0.6496,0.1859,0.0,0.0346,54564.54,2026-01-29,7,False
"Will the price of Ethereum be between $2,700 and $2,800 on January 29?",ETH,2700.0,below,2949.36,0.6496,0.2691,0.0,0.0724,55415.53,2026-01-29,7,False
"Will the price of Ethereum be between $2,800 and $2,900 on January 29?",ETH,2800.0,below,2949.36,0.6496,0.3713,1.0,0.3953,69639.37,2026-01-29,7,False
"Will the price of Ethereum be between $2,900 and $3,000 on January 29?",ETH,2900.0,above,2949.36,0.6496,0.506,0.0,0.2561,70989.53,2026-01-29,7,True
"Will the price of Ethereum be between $3,000 and $3,100 on January 29?",ETH,3000.0,above,2949.36,0.6496,0.3849,0.0,0.1481,52744.49,2026-01-29,7,False
"Will the price of Ethereum be between $3,100 and $3,200 on January 29?",ETH,3100.0,above,2949.36,0.6496,0.2892,0.0,0.0836,43225.25,2026-01-29,7,False
"Will the price of Ethereum be between $3,200 and $3,300 on January 29?",ETH,3200.0,above,2949.36,0.6496,0.2139,0.0,0.0458,41899.52,2026-01-29,7,False
"Will the price of Ethereum be between $3,300 and $3,400 on January 29?",ETH,3300.0,above,2949.36,0.6496,0.1554,0.0,0.0241,16814.98,2026-01-29,7,False
"Will the price of Ethereum be greater than $3,400 on January 29?",ETH,3400.0,above,2949.36,0.6496,0.1107,0.0,0.0123,11009.33,2026-01-29,7,False
"Will the price of Ethereum be above $3,600 on November 4?",ETH,3600.0,above,3980.25,0.6841,0.7581,0.0,0.5747,177799.62,2025-11-04,7,True
"Will the price of Ethereum be above $3,700 on November 4?",ETH,3700.0,above,3980.25,0.6841,0.6923,0.0,0.4793,103750.74,2025-11-04,7,True
"Will the price of Ethereum be above $3,800 on November 4?",ETH,3800.0,above,3980.25,0.6841,0.617,0.0,0.3807,87208.87,2025-11-04,7,True
"Will the price of Ethereum be above $3,900 on November 4?",ETH,3900.0,above,3980.25,0.6841,0.5316,0.0,0.2826,67641.32,2025-11-04,7,True
"Will the price of Ethereum be above $4,000 on November 4?",ETH,4000.0,above,3980.25,0.6841,0.4411,0.0,0.1945,84085.9,2025-11-04,7,False
"Will the price of Ethereum be above $4,100 on November 4?",ETH,4100.0,above,3980.25,0.6841,0.3632,0.0,0.1319,46069.18,2025-11-04,7,False
"Will the price of Ethereum be above $4,200 on November 4?",ETH,4200.0,above,3980.25,0.6841,0.2973,0.0,0.0884,14852.82,2025-11-04,7,False
"Will the price of Ethereum be above $4,300 on November 4?",ETH,4300.0,above,3980.25,0.6841,0.2416,0.0,0.0583,40907.15,2025-11-04,7,False
"Will the price of Ethereum be above $4,400 on November 4?",ETH,4400.0,above,3980.25,0.6841,0.1946,0.0,0.0379,15849.75,2025-11-04,7,False
"Will the price of Ethereum be above $4,500 on November 4?",ETH,4500.0,above,3980.25,0.6841,0.1555,0.0,0.0242,16347.79,2025-11-04,7,False
"Will the price of Ethereum be above $4,600 on November 4?",ETH,4600.0,above,3980.25,0.6841,0.1231,0.0,0.0152,51105.98,2025-11-04,7,False
"Will the price of Bitcoin be less than $80,000 on January 1?",BTC,80000.0,below,87171.68,0.4613,0.1909,0.0,0.0364,45131.58,2026-01-01,7,False
"Will the price of Bitcoin be between $80,000 and $82,000 on January 1?",BTC,80000.0,below,87171.68,0.4613,0.1909,0.0,0.0364,33994.55,2026-01-01,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on January 1?",BTC,82000.0,below,87171.68,0.4613,0.2681,0.0,0.0719,34155.47,2026-01-01,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on January 1?",BTC,84000.0,above,87171.68,0.4613,0.6376,0.0,0.4065,62877.18,2026-01-01,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on January 1?",BTC,92000.0,above,87171.68,0.4613,0.232,0.0,0.0538,30821.91,2026-01-01,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on January 1?",BTC,94000.0,above,87171.68,0.4613,0.1707,0.0,0.0291,16017.19,2026-01-01,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on January 1?",BTC,96000.0,above,87171.68,0.4613,0.123,0.0,0.0151,10904.29,2026-01-01,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on January 1?",BTC,86000.0,above,87171.68,0.4613,0.5244,1.0,0.2262,150023.21,2026-01-01,7,True
"Will the price of Bitcoin be between $88,000 and $90,000 on January 1?",BTC,88000.0,above,87171.68,0.4613,0.4057,0.0,0.1646,206558.91,2026-01-01,7,False
"Will the price of Bitcoin be between $90,000 and $92,000 on January 1?",BTC,90000.0,above,87171.68,0.4613,0.3093,0.0,0.0957,96670.15,2026-01-01,7,False
"Will the price of Bitcoin be greater than $98,000 on January 1?",BTC,98000.0,above,87171.68,0.4613,0.0867,0.0,0.0075,16835.43,2026-01-01,7,False
"Will the price of Bitcoin be less than $84,000 on November 25?",BTC,84000.0,below,92914.46,0.4661,0.1814,0.0,0.0329,83169.1,2025-11-25,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on November 2",BTC,84000.0,below,92914.46,0.4661,0.1814,0.0,0.0329,129939.1,2025-11-25,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on November 2",BTC,86000.0,below,92914.46,0.4661,0.2512,1.0,0.5607,199720.39,2025-11-25,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on November 2",BTC,88000.0,below,92914.46,0.4661,0.336,0.0,0.1129,78920.75,2025-11-25,7,False
"Will the price of Bitcoin be between $90,000 and $92,000 on November 2",BTC,90000.0,above,92914.46,0.4661,0.5632,0.0,0.3172,56827.72,2025-11-25,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on November 2",BTC,92000.0,above,92914.46,0.4661,0.4486,0.0,0.2013,59639.71,2025-11-25,7,True
"Will the price of Bitcoin be between $94,000 and $96,000 on November 2",BTC,94000.0,above,92914.46,0.4661,0.3498,0.0,0.1223,39972.7,2025-11-25,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on November 2",BTC,96000.0,above,92914.46,0.4661,0.2691,0.0,0.0724,34322.67,2025-11-25,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on November ",BTC,98000.0,above,92914.46,0.4661,0.2039,0.0,0.0416,4857.17,2025-11-25,7,False
"Will the price of Bitcoin be between $100,000 and $102,000 on November",BTC,100000.0,above,92914.46,0.4661,0.1517,0.0,0.023,4337.75,2025-11-25,7,False
"Will the price of Bitcoin be greater than $102,000 on November 25?",BTC,102000.0,above,92914.46,0.4661,0.1108,0.0,0.0123,10190.61,2025-11-25,7,False
"Will the price of Bitcoin be less than $82,000 on December 4?",BTC,82000.0,below,91316.7,0.5217,0.1911,0.0,0.0365,42304.64,2025-12-04,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on December 4",BTC,82000.0,below,91316.7,0.5217,0.1911,0.0,0.0365,59609.56,2025-12-04,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on December 4",BTC,84000.0,below,91316.7,0.5217,0.2567,0.0,0.0659,25928.54,2025-12-04,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on December 4",BTC,86000.0,below,91316.7,0.5217,0.3346,0.0,0.112,51579.66,2025-12-04,7,False
"Will the price of Bitcoin be between $88,000 and $90,000 on December 4",BTC,88000.0,above,91316.7,0.5217,0.5743,0.0,0.3298,83580.5,2025-12-04,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on December 4",BTC,90000.0,above,91316.7,0.5217,0.47,0.0,0.2209,84756.99,2025-12-04,7,True
"Will the price of Bitcoin be between $92,000 and $94,000 on December 4",BTC,92000.0,above,91316.7,0.5217,0.3757,1.0,0.3897,188054.29,2025-12-04,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on December 4",BTC,94000.0,above,91316.7,0.5217,0.2976,0.0,0.0886,51488.61,2025-12-04,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on December 4",BTC,96000.0,above,91316.7,0.5217,0.2329,0.0,0.0543,68742.68,2025-12-04,7,False
"Will the price of Bitcoin be between $98,000 and $100,000 on December ",BTC,98000.0,above,91316.7,0.5217,0.1799,0.0,0.0324,19995.24,2025-12-04,7,False
"Will the price of Bitcoin be greater than $100,000 on December 4?",BTC,100000.0,above,91316.7,0.5217,0.137,0.0,0.0188,22359.77,2025-12-04,7,False
Will the price of Bitcoin be less than $107K on July 8 at 5PM ET?,BTC,107000.0,above,105711.78,0.4121,0.4278,0.0,0.183,78435.33,2025-07-08,7,False
Will the price of Bitcoin be between $107K and $108K on July 8 at 5PM ,BTC,107000.0,above,105711.78,0.4121,0.4278,0.0,0.183,60160.02,2025-07-08,7,False
Will the price of Bitcoin be between $108K and $109K on July 8 at 5PM ,BTC,108000.0,above,105711.78,0.4121,0.3789,1.0,0.3857,213794.26,2025-07-08,7,False
Will the price of Bitcoin be greater than $109K on July 8 at 5PM ET?,BTC,109000.0,above,105711.78,0.4121,0.3347,0.0,0.112,345330.18,2025-07-08,7,False
Will the price of Bitcoin be less than $110K on August 13?,BTC,110000.0,above,115028.83,0.3363,0.7767,0.0,0.6032,34167.03,2025-08-13,7,True
Will the price of Bitcoin be between $110K and $112K on August 13?,BTC,110000.0,above,115028.83,0.3363,0.7767,0.0,0.6032,23845.98,2025-08-13,7,True
Will the price of Bitcoin be between $112K and $114K on August 13?,BTC,112000.0,above,115028.83,0.3363,0.6908,0.0,0.4772,45419.87,2025-08-13,7,True
Will the price of Bitcoin be between $114K and $116K on August 13?,BTC,114000.0,above,115028.83,0.3363,0.5859,0.0,0.3433,75407.74,2025-08-13,7,True
Will the price of Bitcoin be between $116K and $118K on August 13?,BTC,116000.0,above,115028.83,0.3363,0.4617,0.0,0.2132,143063.69,2025-08-13,7,False
Will the price of Bitcoin be greater than $118K on August 13?,BTC,118000.0,above,115028.83,0.3363,0.3514,1.0,0.4207,374814.43,2025-08-13,7,False
Will Bitcoin reach $126K July 21–27?,BTC,126000.0,above,117428.79,0.3409,0.1776,0.0,0.0315,50682.72,2025-07-28,7,False
Will Bitcoin reach $124K July 21–27?,BTC,124000.0,above,117428.79,0.3409,0.2411,0.0,0.0581,94944.78,2025-07-28,7,False
Will Bitcoin reach $122K July 21–27?,BTC,122000.0,above,117428.79,0.3409,0.3205,0.0,0.1027,167307.71,2025-07-28,7,False
Will Bitcoin reach $120K July 21–27?,BTC,120000.0,above,117428.79,0.3409,0.4187,1.0,0.3379,4944.2,2025-07-28,7,False
Will Bitcoin dip to $117K July 21–27?,BTC,117000.0,below,117428.79,0.3409,0.4055,1.0,0.3534,18610.37,2025-07-28,7,False
Will Bitcoin dip to $115K July 21–27?,BTC,115000.0,below,117428.79,0.3409,0.3059,1.0,0.4818,73054.46,2025-07-28,7,False
Will Bitcoin dip to $113K July 21–27?,BTC,113000.0,below,117428.79,0.3409,0.2237,0.0,0.0501,245559.64,2025-07-28,7,False
"Bitcoin above $120,000 on July 25?",BTC,120000.0,above,118023.05,0.3493,0.4554,0.0,0.2074,694606.46,2025-07-25,7,False
"Bitcoin above $60,000 on September 6?",BTC,60000.0,above,59112.77,0.6917,0.3832,0.0,0.1468,693333.63,2024-09-06,7,False
"Ethereum above $1,800 on May 9?",ETH,1800.0,above,1842.98,0.8769,0.494,1.0,0.2561,693010.15,2025-05-09,7,True
Will the price of Bitcoin be less than $104K on June 14 at 5 PM ET?,BTC,104000.0,above,105619.02,0.4491,0.5869,0.0,0.3444,169972.99,2025-06-14,7,True
Will the price of Bitcoin be between $104K and $105K on June 14 at 5 P,BTC,104000.0,above,105619.02,0.4491,0.5869,1.0,0.1707,134004.24,2025-06-14,7,True
Will the price of Bitcoin be greater than $106K on June 14 at 5 PM ET?,BTC,106000.0,above,105619.02,0.4491,0.4855,0.0,0.2357,159031.9,2025-06-14,7,False
Will the price of Bitcoin be between $105K and $106K on June 14 at 5 P,BTC,105000.0,above,105619.02,0.4491,0.5379,0.0,0.2893,229184.99,2025-06-14,7,True
Solana above $150 on May 2?,SOL,150.0,above,150.91,1.0584,0.4473,0.0,0.2001,691737.51,2025-05-02,7,True
"Will the price of Bitcoin be above $64,000 on March 6?",BTC,64000.0,above,65859.94,0.64,0.5082,1.0,0.2419,691221.42,2026-03-06,7,True
"Will the price of Bitcoin be above $66,000 on March 6?",BTC,66000.0,above,65859.94,0.64,0.3954,1.0,0.3656,0.0,2026-03-06,7,False
"Will the price of Bitcoin be above $72,000 on March 6?",BTC,72000.0,above,65859.94,0.64,0.1733,0.0,0.03,0.0,2026-03-06,7,False
"Will the price of Bitcoin be above $76,000 on March 6?",BTC,76000.0,above,65859.94,0.64,0.0926,0.0,0.0086,0.0,2026-03-06,7,False
"Will the price of Bitcoin be above $56,000 on March 6?",BTC,56000.0,above,65859.94,0.64,0.8608,1.0,0.0194,0.0,2026-03-06,7,True
"Will the price of Bitcoin be above $58,000 on March 6?",BTC,58000.0,above,65859.94,0.64,0.7968,1.0,0.0413,0.0,2026-03-06,7,True
"Will the price of Bitcoin be above $60,000 on March 6?",BTC,60000.0,above,65859.94,0.64,0.7172,1.0,0.08,0.0,2026-03-06,7,True
"Will the price of Bitcoin be above $62,000 on March 6?",BTC,62000.0,above,65859.94,0.64,0.6214,1.0,0.1433,0.0,2026-03-06,7,True
"Will the price of Bitcoin be above $68,000 on March 6?",BTC,68000.0,above,65859.94,0.64,0.3045,1.0,0.4837,0.0,2026-03-06,7,False
"Will the price of Bitcoin be above $70,000 on March 6?",BTC,70000.0,above,65859.94,0.64,0.2315,0.0,0.0536,0.0,2026-03-06,7,False
"Will the price of Bitcoin be above $74,000 on March 6?",BTC,74000.0,above,65859.94,0.64,0.1277,0.0,0.0163,0.0,2026-03-06,7,False
Will the price of Solana be less than $170 on July 25?,SOL,170.0,above,177.34,0.6881,0.649,0.0,0.4212,126970.68,2025-07-25,7,True
Will the price of Solana be between $170 and $180 on July 25?,SOL,170.0,above,177.34,0.6881,0.649,1.0,0.1232,226610.44,2025-07-25,7,True
Will the price of Solana be between $190 and $200 on July 25?,SOL,190.0,above,177.34,0.6881,0.2982,0.0,0.0889,54947.42,2025-07-25,7,False
Will the price of Solana be greater than $200 on July 25?,SOL,200.0,above,177.34,0.6881,0.187,0.0,0.035,83134.25,2025-07-25,7,False
Will the price of Solana be between $180 and $190 on July 25?,SOL,180.0,above,177.34,0.6881,0.4593,0.0,0.211,197856.82,2025-07-25,7,False
Will Bitcoin hit $100k again by Sunday?,BTC,100000.0,above,97263.18,0.5482,0.43,1.0,0.3249,687901.36,2024-12-08,7,False
Ripple above $3.20 on January 24?,XRP,3.2,above,3.29,1.3541,0.5059,0.0,0.256,687681.01,2025-01-24,7,True
"Will the price of Bitcoin be less than $80,000 on December 12?",BTC,80000.0,below,89345.29,0.526,0.185,0.0,0.0342,26839.56,2025-12-12,7,False
"Will the price of Bitcoin be between $80,000 and $82,000 on December 1",BTC,80000.0,below,89345.29,0.526,0.185,0.0,0.0342,10996.16,2025-12-12,7,False
"Will the price of Bitcoin be between $82,000 and $84,000 on December 1",BTC,82000.0,below,89345.29,0.526,0.2503,0.0,0.0627,19457.06,2025-12-12,7,False
"Will the price of Bitcoin be between $84,000 and $86,000 on December 1",BTC,84000.0,below,89345.29,0.526,0.3283,0.0,0.1078,24770.05,2025-12-12,7,False
"Will the price of Bitcoin be between $86,000 and $88,000 on December 1",BTC,86000.0,above,89345.29,0.526,0.5803,0.0,0.3367,51700.49,2025-12-12,7,True
"Will the price of Bitcoin be between $88,000 and $90,000 on December 1",BTC,88000.0,above,89345.29,0.526,0.475,0.0,0.2256,156644.1,2025-12-12,7,True
"Will the price of Bitcoin be between $90,000 and $92,000 on December 1",BTC,90000.0,above,89345.29,0.526,0.3788,1.0,0.3859,136036.74,2025-12-12,7,False
"Will the price of Bitcoin be between $92,000 and $94,000 on December 1",BTC,92000.0,above,89345.29,0.526,0.2992,0.0,0.0895,138605.26,2025-12-12,7,False
"Will the price of Bitcoin be between $94,000 and $96,000 on December 1",BTC,94000.0,above,89345.29,0.526,0.2335,0.0,0.0545,39707.52,2025-12-12,7,False
"Will the price of Bitcoin be greater than $98,000 on December 12?",BTC,98000.0,above,89345.29,0.526,0.1364,0.0,0.0186,50556.48,2025-12-12,7,False
"Will the price of Bitcoin be between $96,000 and $98,000 on December 1",BTC,96000.0,above,89345.29,0.526,0.1798,0.0,0.0323,31854.59,2025-12-12,7,False
"Will the price of Ethereum be above $3,600 on October 28?",ETH,3600.0,above,3874.57,0.6846,0.6753,1.0,0.1054,52404.6,2025-10-28,7,True
"Will the price of Ethereum be above $3,700 on October 28?",ETH,3700.0,above,3874.57,0.6846,0.5949,1.0,0.1641,80779.86,2025-10-28,7,True
"Will the price of Ethereum be above $3,800 on October 28?",ETH,3800.0,above,3874.57,0.6846,0.5035,1.0,0.2465,60506.22,2025-10-28,7,True
"Will the price of Ethereum be above $3,900 on October 28?",ETH,3900.0,above,3874.57,0.6846,0.4133,1.0,0.3442,54510.78,2025-10-28,7,False
"Will the price of Ethereum be above $4,000 on October 28?",ETH,4000.0,above,3874.57,0.6846,0.3375,1.0,0.439,48886.94,2025-10-28,7,False
"Will the price of Ethereum be above $4,100 on October 28?",ETH,4100.0,above,3874.57,0.6846,0.2736,0.0,0.0748,140087.22,2025-10-28,7,False
"Will the price of Ethereum be above $4,200 on October 28?",ETH,4200.0,above,3874.57,0.6846,0.2199,0.0,0.0484,42948.01,2025-10-28,7,False
"Will the price of Ethereum be above $4,300 on October 28?",ETH,4300.0,above,3874.57,0.6846,0.1752,0.0,0.0307,75387.29,2025-10-28,7,False
"Will the price of Ethereum be above $4,400 on October 28?",ETH,4400.0,above,3874.57,0.6846,0.1383,0.0,0.0191,54453.51,2025-10-28,7,False
"Will the price of Ethereum be above $4,500 on October 28?",ETH,4500.0,above,3874.57,0.6846,0.1081,0.0,0.0117,41120.81,2025-10-28,7,False
"Will the price of Ethereum be above $4,600 on October 28?",ETH,4600.0,above,3874.57,0.6846,0.0837,0.0,0.007,34919.43,2025-10-28,7,False
"Will the price of Ethereum be above $3,800 on September 14?",ETH,3800.0,above,4305.56,0.7077,0.8211,1.0,0.032,2628.33,2025-09-14,7,True
"Will the price of Ethereum be above $3,900 on September 14?",ETH,3900.0,above,4305.56,0.7077,0.7725,1.0,0.0518,5400.87,2025-09-14,7,True
